STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/17/2021,,,0,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/18/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/19/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/22/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/24/2021,,,0.07,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/25/2021,,,0.31,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/26/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/27/2021,,,0.14,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/29/2021,,,1.6,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/30/2021,,,0.21,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/31/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/1/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/2/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/4/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/5/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/9/2021,,,1.43,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/11/2021,,,2.79,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/12/2021,,,0.05,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/14/2021,,,0.07,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/15/2021,,,1.5,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/18/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/19/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/20/2021,,,0.2,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/22/2021,,,1.26,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/23/2021,,,0.58,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/25/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/26/2021,,,0.1,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/27/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/29/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",6/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/1/2021,,,0.14,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/2/2021,,,2.26,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/3/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/4/2021,,,0.06,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/5/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/9/2021,,,0.66,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/10/2021,,,0.39,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/18/2021,,,0.04,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/19/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/22/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/25/2021,,,0.14,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/26/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/27/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/29/2021,,,0.31,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",7/31/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/1/2021,,,0.07,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/2/2021,,,0.71,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/8/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/11/2021,,,0.41,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/12/2021,,,0.06,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/14/2021,,,0.08,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/15/2021,,,2.32,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/16/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/17/2021,,,3.19,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/18/2021,,,0.08,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/19/2021,,,0.07,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/20/2021,,,3.76,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/21/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/22/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/23/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/24/2021,,,0.17,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/25/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/26/2021,,,0.41,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/27/2021,,,0.44,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/28/2021,,,1.46,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/29/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",8/31/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/1/2021,,,2.12,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/2/2021,,,1.51,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/4/2021,,,0,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/5/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/6/2021,,,0.08,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/9/2021,,,0.16,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/10/2021,,,0,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/17/2021,,,1.48,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/18/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/19/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/22/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/23/2021,,,3.31,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/24/2021,,,0.51,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/25/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/26/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/27/2021,,,0,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/29/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",9/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/1/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/2/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/5/2021,,,0.14,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/6/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/7/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/10/2021,,,0,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/13/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/17/2021,,,0.56,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/18/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/19/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/20/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/22/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/24/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/25/2021,,,0,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/26/2021,,,2.84,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/27/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/29/2021,,,0.24,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/30/2021,,,2.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",10/31/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/1/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/2/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/3/2021,,,0.2,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/5/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/12/2021,,,1.18,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/18/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/19/2021,,,0.07,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/22/2021,,,0.12,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/25/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/26/2021,,,0.05,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/27/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/29/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",11/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/1/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/2/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/5/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/18/2021,,,0.26,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/19/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/22/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/25/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/26/2021,,,0.18,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/27/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/28/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/29/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/30/2021,,,0.38,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",12/31/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/1/2022,,,0.45,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/1/2021,,,0,0,0,52,32,36,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/2/2021,,,1,0,0,39,34,38,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/3/2021,,,0.25,0,0,55,32,38,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/4/2021,,,0.08,0,0,40,32,33,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/5/2021,,,0,0,0,44,32,39,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/7/2021,,,0,0,0,41,32,34,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/8/2021,,,0,0,0,45,29,32,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/9/2021,,,0,0,0,37,30,30,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/10/2021,,,0,0,0,45,29,34,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/11/2021,,,0,0,0,47,26,28,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/14/2021,,,0,0,0,51,25,30,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/15/2021,,,0,0,0,54,29,36,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/16/2021,,,0.2,0,0,51,33,34,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/17/2021,,,0,0,0,51,33,36,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/18/2021,,,0,0,0,49,32,33,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/19/2021,,,0,0,0,45,30,32,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/20/2021,,,0.01,0,0,51,29,39,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/21/2021,,,0,0,0,44,23,32,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/22/2021,,,0,0,0,56,27,28,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/23/2021,,,0,0,0,48,28,31,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/24/2021,,,0,0,0,33,23,24,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/25/2021,,,0,0,0,35,24,35,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/26/2021,,,0.2,0.1,0,38,31,32,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/27/2021,,,0.35,0,0,38,32,37,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/28/2021,,,0,0,0,42,30,30,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/29/2021,,,0,0,0,34,23,25,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/30/2021,,,0,0,0,31,21,22,
USC00182325,"DALECARLIA RESERVOIR, MD US",1/31/2021,,,0.1,1,1,37,22,29,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/1/2021,,,0.33,2,2,29,26,26,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/2/2021,,,0.22,1,3,32,25,30,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/3/2021,,,0.01,0,3,35,30,33,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/4/2021,,,0,0,,41,28,29,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/5/2021,,,0.1,0,,47,28,39,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/6/2021,,,0,0,,55,28,36,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/7/2021,,,0.26,0.3,,51,32,33,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/8/2021,,,0.35,,,41,23,25,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/9/2021,,,0,0,,38,24,33,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/10/2021,,,0,0,0,49,28,32,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/11/2021,,,0.45,0,0,42,32,33,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/13/2021,,,0.02,0,0,30,27,29,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/14/2021,,,0.37,0,0,30,26,28,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/15/2021,,,0.03,0,0,37,26,35,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/18/2021,3,1.3,,,,45,25,27,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/19/2021,,,0.35,0.8,1,31,27,30,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/20/2021,,,,0,0,38,26,27,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/21/2021,,,0,0,0,38,20,21,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/22/2021,,,0,0,0,40,21,32,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/24/2021,,,0.05,0,0,57,28,30,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/25/2021,,,0,0,0,64,30,45,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/26/2021,,,0,0,0,52,34,40,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/27/2021,,,0.35,0,0,50,36,37,
USC00182325,"DALECARLIA RESERVOIR, MD US",2/28/2021,,,0.15,0,0,52,36,44,
USC00182325,"DALECARLIA RESERVOIR, MD US",3/1/2021,,,1.15,0,0,46,43,44,
USC00182325,"DALECARLIA RESERVOIR, MD US",3/3/2021,,,0,0,0,42,28,38,
USC00182325,"DALECARLIA RESERVOIR, MD US",3/5/2021,,,0,0,0,52,27,28,
USC00182325,"DALECARLIA RESERVOIR, MD US",3/6/2021,,,0.01,0,0,42,28,32,
